filepath,transcription_clean
/srv/scratch/chacmod/OGI/speech/scripted/00/6/ksb0a/ksb0a030.wav,archrival
/srv/scratch/chacmod/OGI/speech/scripted/10/4/ksa1d/ksa1d7v0.wav,throughout
/srv/scratch/chacmod/OGI/speech/scripted/03/4/ks316/ks3166q0.wav,shades
/srv/scratch/chacmod/OGI/speech/scripted/08/2/ksj3r/ksj3r3k0.wav,red
/srv/scratch/chacmod/OGI/speech/scripted/10/0/ksa0q/ksa0q810.wav,toyota
/srv/scratch/chacmod/OGI/speech/scripted/09/2/ksk12/ksk12340.wav,organizations
/srv/scratch/chacmod/OGI/speech/scripted/04/1/ksf3w/ksf3w720.wav,snake
/srv/scratch/chacmod/OGI/speech/scripted/05/0/ks52v/ks52v3i0.wav,ragtime
/srv/scratch/chacmod/OGI/speech/scripted/03/0/ks33t/ks33t1o0.wav,homemaking
/srv/scratch/chacmod/OGI/speech/scripted/02/3/ksd2z/ksd2z1w0.wav,join
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ks807/ks807280.wav,mcdonald
/srv/scratch/chacmod/OGI/speech/scripted/02/4/ks213/ks2137b0.wav,steamship
/srv/scratch/chacmod/OGI/speech/scripted/02/4/ksd0x/ksd0x1n0.wav,herbalist
/srv/scratch/chacmod/OGI/speech/scripted/08/4/ks83v/ks83v4c0.wav,charles will sell fifty almonds
/srv/scratch/chacmod/OGI/speech/scripted/04/4/ksf2u/ksf2u6o0.wav,someone bought a beautiful ring for you
/srv/scratch/chacmod/OGI/speech/scripted/06/2/ksh0c/ksh0c5u0.wav,could lizards ever talk
/srv/scratch/chacmod/OGI/speech/scripted/03/0/ks31a/ks31a770.wav,springhill
/srv/scratch/chacmod/OGI/speech/scripted/10/2/ksl0l/ksl0l8i0.wav,wash
/srv/scratch/chacmod/OGI/speech/scripted/01/0/ks10i/ks10i5m0.wav,they put my computer next to the books
/srv/scratch/chacmod/OGI/speech/scripted/03/3/ks33w/ks33w300.wav,obstacle
/srv/scratch/chacmod/OGI/speech/scripted/06/2/ks62s/ks62s3e0.wav,playoffs
/srv/scratch/chacmod/OGI/speech/scripted/10/4/ksa0j/ksa0j1i0.wav,growl
/srv/scratch/chacmod/OGI/speech/scripted/05/1/ks52w/ks52w0g0.wav,breath
/srv/scratch/chacmod/OGI/speech/scripted/10/0/ksa00/ksa00440.wav,that pink marble cost me a dollar
/srv/scratch/chacmod/OGI/speech/scripted/07/3/ks715/ks7156c0.wav,i'm ready to go home
/srv/scratch/chacmod/OGI/speech/scripted/09/0/ks91d/ks91d7h0.wav,submit
/srv/scratch/chacmod/OGI/speech/scripted/07/0/ksi3t/ksi3t050.wav,athlete
/srv/scratch/chacmod/OGI/speech/scripted/10/2/ksl0l/ksl0l3p0.wav,safeway
/srv/scratch/chacmod/OGI/speech/scripted/08/3/ks80i/ks80i8t0.wav,yields
/srv/scratch/chacmod/OGI/speech/scripted/08/3/ks82s/ks82s350.wav,overalls
/srv/scratch/chacmod/OGI/speech/scripted/04/4/ks43u/ks43u4c0.wav,charles will sell fifty almonds
/srv/scratch/chacmod/OGI/speech/scripted/05/2/ksg02/ksg027y0.wav,toothpaste
/srv/scratch/chacmod/OGI/speech/scripted/06/3/ks60v/ks60v6d0.wav,the flea chased the dog
/srv/scratch/chacmod/OGI/speech/scripted/02/3/ksd2z/ksd2z5z0.wav,don't leave so soon
/srv/scratch/chacmod/OGI/speech/scripted/00/4/ks016/ks0160c0.wav,bigfoot
/srv/scratch/chacmod/OGI/speech/scripted/03/4/ks336/ks3366n0.wav,i'm sorry
/srv/scratch/chacmod/OGI/speech/scripted/09/4/ksk0q/ksk0q7l0.wav,surround
/srv/scratch/chacmod/OGI/speech/scripted/02/0/ks210/ks2106w0.wav,singer
/srv/scratch/chacmod/OGI/speech/scripted/05/0/ks50o/ks50o3w0.wav,the illusion looked like a giraffe
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks12w/ks12w6g0.wav,my clothes are wet from the rain
/srv/scratch/chacmod/OGI/speech/scripted/09/0/ksk08/ksk081j0.wav,gumshoe
/srv/scratch/chacmod/OGI/speech/scripted/02/3/ks23u/ks23u650.wav,i have ice cream for you
/srv/scratch/chacmod/OGI/speech/scripted/09/2/ks932/ks9326y0.wav,slogan
/srv/scratch/chacmod/OGI/speech/scripted/02/1/ks20u/ks20u3d0.wav,playhouse
/srv/scratch/chacmod/OGI/speech/scripted/10/2/ksl0l/ksl0l6t0.wav,shock
/srv/scratch/chacmod/OGI/speech/scripted/10/4/ksa3a/ksa3a850.wav,twenty
/srv/scratch/chacmod/OGI/speech/scripted/07/1/ks70k/ks70k290.wav,meaningless
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ks630/ks630040.wav,aspire
/srv/scratch/chacmod/OGI/speech/scripted/02/1/ks240/ks2402y0.wav,oasis
/srv/scratch/chacmod/OGI/speech/scripted/09/1/ks92y/ks92y520.wav,honey can get sticky
/srv/scratch/chacmod/OGI/speech/scripted/04/0/ksf3c/ksf3c1t0.wav,iceberg
/srv/scratch/chacmod/OGI/speech/scripted/10/2/ksl0h/ksl0h2a0.wav,microwaves
/srv/scratch/chacmod/OGI/speech/scripted/07/4/ksi0u/ksi0u2x0.wav,one eight one seven six four three
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ks63c/ks63c6r0.wav,sheepdog
/srv/scratch/chacmod/OGI/speech/scripted/06/1/ks60e/ks60e2s0.wav,nine nine six nine six one zero
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh3m/ksh3m450.wav,i'm good with things like that
/srv/scratch/chacmod/OGI/speech/scripted/05/1/ks53q/ks53q0l0.wav,chalk
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ks60d/ks60d6f0.wav,we watched television during dinner
