filepath,duration,speaker_id,transcription,audio_id
/srv/scratch/speechdata/speech-corpora/AusTalk/speakers/speakers/3_271/story/3_271_1_3_006-ch6-speaker16.wav,14.303537414965986,3_271,I THINK I'LL GO TOMORROW HE SAID TO HIMSELF BUT THEN AGAIN PERHAPS I WON'T IT'S SO NICE AND SNUG HERE I GUESS I'LL GO BACK TO MY HOLE UNDER THE LOG FOR A WHILE BEFORE I MAKE UP MY MIND,3_271-3_271_1_3_006
/srv/scratch/speechdata/speech-corpora/AusTalk/speakers/speakers/3_271/story/3_271_1_3_008-ch6-speaker16.wav,2.972154195011338,3_271,THE END,3_271-3_271_1_3_008
/srv/scratch/speechdata/speech-corpora/AusTalk/speakers/speakers/3_795/story/3_795_1_3_006-ch6-speaker16.wav,13.281814058956916,3_795,I THINK I'LL GO TOMORROW HE SAID TO HIMSELF BUT THEN AGAIN PERHAPS I WON'T IT'S SO NICE AND SNUG HERE I GUESS I'LL GO BACK TO MY HOLE UNDER THE LOG FOR A WHILE BEFORE I MAKE UP MY MIND,3_795-3_795_1_3_006
/srv/scratch/speechdata/speech-corpora/AusTalk/speakers/speakers/3_795/story/3_795_1_3_008-ch6-speaker16.wav,4.179591836734694,3_795,THE END,3_795-3_795_1_3_008
/srv/scratch/speechdata/speech-corpora/AusTalk/speakers/speakers/3_59/story/3_59_1_3_006-ch6-speaker16.wav,11.42421768707483,3_59,I THINK I'LL GO TOMORROW HE SAID TO HIMSELF BUT THEN AGAIN PERHAPS I WON'T IT'S SO NICE AND SNUG HERE I GUESS I'LL GO BACK TO MY HOLE UNDER THE LOG FOR A WHILE BEFORE I MAKE UP MY MIND,3_59-3_59_1_3_006
/srv/scratch/speechdata/speech-corpora/AusTalk/speakers/speakers/3_59/story/3_59_1_3_008-ch6-speaker16.wav,3.0650793650793653,3_59,THE END,3_59-3_59_1_3_008
/srv/scratch/speechdata/speech-corpora/AusTalk/speakers/speakers/3_831/story/3_831_1_3_006-ch6-speaker16.wav,11.79578231292517,3_831,I THINK I'LL GO TOMORROW HE SAID TO HIMSELF BUT THEN AGAIN PERHAPS I WON'T IT'S SO NICE AND SNUG HERE I GUESS I'LL GO BACK TO MY HOLE UNDER THE LOG FOR A WHILE BEFORE I MAKE UP MY MIND,3_831-3_831_1_3_006
/srv/scratch/speechdata/speech-corpora/AusTalk/speakers/speakers/3_831/story/3_831_1_3_008-ch6-speaker16.wav,2.043401360544218,3_831,THE END,3_831-3_831_1_3_008
/srv/scratch/speechdata/speech-corpora/AusTalk/speakers/speakers/4_164/story/4_164_1_3_006-ch6-speaker16.wav,10.774104308390022,4_164,I THINK I'LL GO TOMORROW HE SAID TO HIMSELF BUT THEN AGAIN PERHAPS I WON'T IT'S SO NICE AND SNUG HERE I GUESS I'LL GO BACK TO MY HOLE UNDER THE LOG FOR A WHILE BEFORE I MAKE UP MY MIND,4_164-4_164_1_3_006
/srv/scratch/speechdata/speech-corpora/AusTalk/speakers/speakers/4_164/story/4_164_1_3_008-ch6-speaker16.wav,1.7647165532879818,4_164,THE END,4_164-4_164_1_3_008
/srv/scratch/speechdata/speech-corpora/AusTalk/speakers/speakers/4_366/story/4_366_1_3_006-ch6-speaker16.wav,11.145578231292516,4_366,I THINK I'LL GO TOMORROW HE SAID TO HIMSELF BUT THEN AGAIN PERHAPS I WON'T IT'S SO NICE AND SNUG HERE I GUESS I'LL GO BACK TO MY HOLE UNDER THE LOG FOR A WHILE BEFORE I MAKE UP MY MIND,4_366-4_366_1_3_006
/srv/scratch/speechdata/speech-corpora/AusTalk/speakers/speakers/4_366/story/4_366_1_3_008-ch6-speaker16.wav,1.5789569160997732,4_366,THE END,4_366-4_366_1_3_008
/srv/scratch/speechdata/speech-corpora/AusTalk/speakers/speakers/3_405/story/3_405_1_3_008-ch6-speaker16.wav,3.2508390022675737,3_405,THE END,3_405-3_405_1_3_008
/srv/scratch/speechdata/speech-corpora/AusTalk/speakers/speakers/1_702/story/1_702_1_3_006-ch6-speaker16.wav,13.281814058956916,1_702,I THINK I'LL GO TOMORROW HE SAID TO HIMSELF BUT THEN AGAIN PERHAPS I WON'T IT'S SO NICE AND SNUG HERE I GUESS I'LL GO BACK TO MY HOLE UNDER THE LOG FOR A WHILE BEFORE I MAKE UP MY MIND,1_702-1_702_1_3_006
/srv/scratch/speechdata/speech-corpora/AusTalk/speakers/speakers/1_702/story/1_702_1_3_008-ch6-speaker16.wav,1.857641723356009,1_702,THE END,1_702-1_702_1_3_008
/srv/scratch/speechdata/speech-corpora/AusTalk/speakers/speakers/3_238/story/3_238_1_3_008-ch6-speaker16.wav,2.879274376417233,3_238,THE END,3_238-3_238_1_3_008
/srv/scratch/speechdata/speech-corpora/AusTalk/speakers/speakers/1_125/story/1_125_1_3_008-ch6-speaker16.wav,5.201269841269841,1_125,THE END,1_125-1_125_1_3_008
/srv/scratch/speechdata/speech-corpora/AusTalk/speakers/speakers/1_1216/story/1_1216_1_3_006-ch6-speaker16.wav,12.445895691609977,1_1216,I THINK I'LL GO TOMORROW HE SAID TO HIMSELF BUT THEN AGAIN PERHAPS I WON'T IT'S SO NICE AND SNUG HERE I GUESS I'LL GO BACK TO MY HOLE UNDER THE LOG FOR A WHILE BEFORE I MAKE UP MY MIND,1_1216-1_1216_1_3_006
/srv/scratch/speechdata/speech-corpora/AusTalk/speakers/speakers/1_1216/story/1_1216_1_3_008-ch6-speaker16.wav,1.486077097505669,1_1216,THE END,1_1216-1_1216_1_3_008
/srv/scratch/speechdata/speech-corpora/AusTalk/speakers/speakers/1_200/story/1_200_1_3_008-ch6-speaker16.wav,7.616145124716553,1_200,THE END,1_200-1_200_1_3_008
/srv/scratch/speechdata/speech-corpora/AusTalk/speakers/speakers/2_1122/story/2_1122_1_3_008-ch6-speaker16.wav,3.0650793650793653,2_1122,THE END,2_1122-2_1122_1_3_008
/srv/scratch/speechdata/speech-corpora/AusTalk/speakers/speakers/3_930/story/3_930_1_3_002-ch6-speaker16.wav,0.928843537414966,3_930,ONE FINE DAY HIS AUNT ZELDA APPEALED TO HIM NOW LOOK HERE NO ONE IS GOING TO CARE ABOUT YOU IF YOU CARRY ON LIKE THIS YOU HAVE NO MORE MIND OF YOUR OWN THAN A GREASY OLD BLADE OF GRASS ARTHUR COUGHED AND LOOKED WISE AS USUAL BUT SAID NOTHING DON'T YOU THINK SO SAID ZELDA STAMPING HER FOOT FOR SHE COULDN'T BEAR TO SEE THE POOR LITTLE RAT SO COLDBLOODED I DON'T KNOW WAS ALL HE EVER ANSWERED AND THEN HE'D WALK OFF TO THINK FOR AN HOUR OR MORE ABOUT WHETHER HE WOULD STAY IN HIS HOLE IN THE GROUND OR GO UP INTO THE LOFT,3_930-3_930_1_3_002
/srv/scratch/speechdata/speech-corpora/AusTalk/speakers/speakers/3_930/story/3_930_1_3_006-ch6-speaker16.wav,12.724580498866214,3_930,I THINK I'LL GO TOMORROW HE SAID TO HIMSELF BUT THEN AGAIN PERHAPS I WON'T IT'S SO NICE AND SNUG HERE I GUESS I'LL GO BACK TO MY HOLE UNDER THE LOG FOR A WHILE BEFORE I MAKE UP MY MIND,3_930-3_930_1_3_006
/srv/scratch/speechdata/speech-corpora/AusTalk/speakers/speakers/3_930/story/3_930_1_3_008-ch6-speaker16.wav,2.043401360544218,3_930,THE END,3_930-3_930_1_3_008
/srv/scratch/speechdata/speech-corpora/AusTalk/speakers/speakers/2_1151/story/2_1151_1_3_006-ch6-speaker16.wav,11.517142857142858,2_1151,I THINK I'LL GO TOMORROW HE SAID TO HIMSELF BUT THEN AGAIN PERHAPS I WON'T IT'S SO NICE AND SNUG HERE I GUESS I'LL GO BACK TO MY HOLE UNDER THE LOG FOR A WHILE BEFORE I MAKE UP MY MIND,2_1151-2_1151_1_3_006
/srv/scratch/speechdata/speech-corpora/AusTalk/speakers/speakers/2_1151/story/2_1151_1_3_008-ch6-speaker16.wav,2.786394557823129,2_1151,THE END,2_1151-2_1151_1_3_008
/srv/scratch/speechdata/speech-corpora/AusTalk/speakers/speakers/4_499/story/4_499_1_3_002A-ch6-speaker16.wav,11.981541950113378,4_499,ONE FINE DAY HIS AUNT ZELDA APPEALED TO HIM NOW LOOK HERE NO ONE IS GOING TO CARE ABOUT YOU IF YOU CARRY ON LIKE THIS YOU HAVE NO MORE MIND OF YOUR OWN THAN A GREASY OLD BLADE OF GRASS ARTHUR COUGHED AND LOOKED WISE AS USUAL BUT SAID NOTHING DON'T YOU THINK SO SAID ZELDA STAMPING HER FOOT FOR SHE COULDN'T BEAR TO SEE THE POOR LITTLE RAT SO COLDBLOODED I DON'T KNOW WAS ALL HE EVER ANSWERED AND THEN HE'D WALK OFF TO THINK FOR AN HOUR OR MORE ABOUT WHETHER HE WOULD STAY IN HIS HOLE IN THE GROUND OR GO UP INTO THE LOFT,4_499-4_499_1_3_002A
/srv/scratch/speechdata/speech-corpora/AusTalk/speakers/speakers/4_499/story/4_499_1_3_006-ch6-speaker16.wav,12.53877551020408,4_499,I THINK I'LL GO TOMORROW HE SAID TO HIMSELF BUT THEN AGAIN PERHAPS I WON'T IT'S SO NICE AND SNUG HERE I GUESS I'LL GO BACK TO MY HOLE UNDER THE LOG FOR A WHILE BEFORE I MAKE UP MY MIND,4_499-4_499_1_3_006
/srv/scratch/speechdata/speech-corpora/AusTalk/speakers/speakers/4_499/story/4_499_1_3_008-ch6-speaker16.wav,1.6718367346938776,4_499,THE END,4_499-4_499_1_3_008
/srv/scratch/speechdata/speech-corpora/AusTalk/speakers/speakers/2_16/story/2_16_1_3_006-ch6-speaker16.wav,11.052698412698414,2_16,I THINK I'LL GO TOMORROW HE SAID TO HIMSELF BUT THEN AGAIN PERHAPS I WON'T IT'S SO NICE AND SNUG HERE I GUESS I'LL GO BACK TO MY HOLE UNDER THE LOG FOR A WHILE BEFORE I MAKE UP MY MIND,2_16-2_16_1_3_006
/srv/scratch/speechdata/speech-corpora/AusTalk/speakers/speakers/2_6/story/2_6_1_3_006-ch6-speaker16.wav,12.631655328798184,2_6,I THINK I'LL GO TOMORROW HE SAID TO HIMSELF BUT THEN AGAIN PERHAPS I WON'T IT'S SO NICE AND SNUG HERE I GUESS I'LL GO BACK TO MY HOLE UNDER THE LOG FOR A WHILE BEFORE I MAKE UP MY MIND,2_6-2_6_1_3_006
/srv/scratch/speechdata/speech-corpora/AusTalk/speakers/speakers/2_6/story/2_6_1_3_008-ch6-speaker16.wav,2.136281179138322,2_6,THE END,2_6-2_6_1_3_008
/srv/scratch/speechdata/speech-corpora/AusTalk/speakers/speakers/2_296/story/2_296_1_3_008-ch6-speaker16.wav,3.0650793650793653,2_296,THE END,2_296-2_296_1_3_008
/srv/scratch/speechdata/speech-corpora/AusTalk/speakers/speakers/4_1328/story/4_1328_1_3_006-ch6-speaker16.wav,14.39641723356009,4_1328,I THINK I'LL GO TOMORROW HE SAID TO HIMSELF BUT THEN AGAIN PERHAPS I WON'T IT'S SO NICE AND SNUG HERE I GUESS I'LL GO BACK TO MY HOLE UNDER THE LOG FOR A WHILE BEFORE I MAKE UP MY MIND,4_1328-4_1328_1_3_006
/srv/scratch/speechdata/speech-corpora/AusTalk/speakers/speakers/4_1328/story/4_1328_1_3_008-ch6-speaker16.wav,2.693514739229025,4_1328,THE END,4_1328-4_1328_1_3_008
/srv/scratch/speechdata/speech-corpora/AusTalk/speakers/speakers/3_264/story/3_264_1_3_006-ch6-speaker16.wav,12.910340136054424,3_264,I THINK I'LL GO TOMORROW HE SAID TO HIMSELF BUT THEN AGAIN PERHAPS I WON'T IT'S SO NICE AND SNUG HERE I GUESS I'LL GO BACK TO MY HOLE UNDER THE LOG FOR A WHILE BEFORE I MAKE UP MY MIND,3_264-3_264_1_3_006
/srv/scratch/speechdata/speech-corpora/AusTalk/speakers/speakers/3_264/story/3_264_1_3_008-ch6-speaker16.wav,1.6718367346938776,3_264,THE END,3_264-3_264_1_3_008
/srv/scratch/speechdata/speech-corpora/AusTalk/speakers/speakers/4_1046/story/4_1046_1_3_006-ch6-speaker16.wav,12.353015873015874,4_1046,I THINK I'LL GO TOMORROW HE SAID TO HIMSELF BUT THEN AGAIN PERHAPS I WON'T IT'S SO NICE AND SNUG HERE I GUESS I'LL GO BACK TO MY HOLE UNDER THE LOG FOR A WHILE BEFORE I MAKE UP MY MIND,4_1046-4_1046_1_3_006
/srv/scratch/speechdata/speech-corpora/AusTalk/speakers/speakers/4_1046/story/4_1046_1_3_008-ch6-speaker16.wav,2.043401360544218,4_1046,THE END,4_1046-4_1046_1_3_008
/srv/scratch/speechdata/speech-corpora/AusTalk/speakers/speakers/4_161/story/4_161_1_3_006-ch6-speaker16.wav,12.631655328798184,4_161,I THINK I'LL GO TOMORROW HE SAID TO HIMSELF BUT THEN AGAIN PERHAPS I WON'T IT'S SO NICE AND SNUG HERE I GUESS I'LL GO BACK TO MY HOLE UNDER THE LOG FOR A WHILE BEFORE I MAKE UP MY MIND,4_161-4_161_1_3_006
/srv/scratch/speechdata/speech-corpora/AusTalk/speakers/speakers/4_161/story/4_161_1_3_008-ch6-speaker16.wav,2.136281179138322,4_161,THE END,4_161-4_161_1_3_008
/srv/scratch/speechdata/speech-corpora/AusTalk/speakers/speakers/4_1371/story/4_1371_1_3_006-ch6-speaker16.wav,11.052698412698414,4_1371,I THINK I'LL GO TOMORROW HE SAID TO HIMSELF BUT THEN AGAIN PERHAPS I WON'T IT'S SO NICE AND SNUG HERE I GUESS I'LL GO BACK TO MY HOLE UNDER THE LOG FOR A WHILE BEFORE I MAKE UP MY MIND,4_1371-4_1371_1_3_006
/srv/scratch/speechdata/speech-corpora/AusTalk/speakers/speakers/4_1371/story/4_1371_1_3_008-ch6-speaker16.wav,1.486077097505669,4_1371,THE END,4_1371-4_1371_1_3_008
/srv/scratch/speechdata/speech-corpora/AusTalk/speakers/speakers/4_757/story/4_757_1_3_006-ch6-speaker16.wav,13.37469387755102,4_757,I THINK I'LL GO TOMORROW HE SAID TO HIMSELF BUT THEN AGAIN PERHAPS I WON'T IT'S SO NICE AND SNUG HERE I GUESS I'LL GO BACK TO MY HOLE UNDER THE LOG FOR A WHILE BEFORE I MAKE UP MY MIND,4_757-4_757_1_3_006
/srv/scratch/speechdata/speech-corpora/AusTalk/speakers/speakers/4_757/story/4_757_1_3_008-ch6-speaker16.wav,2.693514739229025,4_757,THE END,4_757-4_757_1_3_008
/srv/scratch/speechdata/speech-corpora/AusTalk/speakers/speakers/4_996/story/4_996_1_3_002A-ch6-speaker16.wav,14.86077097505669,4_996,ONE FINE DAY HIS AUNT ZELDA APPEALED TO HIM NOW LOOK HERE NO ONE IS GOING TO CARE ABOUT YOU IF YOU CARRY ON LIKE THIS YOU HAVE NO MORE MIND OF YOUR OWN THAN A GREASY OLD BLADE OF GRASS ARTHUR COUGHED AND LOOKED WISE AS USUAL BUT SAID NOTHING DON'T YOU THINK SO SAID ZELDA STAMPING HER FOOT FOR SHE COULDN'T BEAR TO SEE THE POOR LITTLE RAT SO COLDBLOODED I DON'T KNOW WAS ALL HE EVER ANSWERED AND THEN HE'D WALK OFF TO THINK FOR AN HOUR OR MORE ABOUT WHETHER HE WOULD STAY IN HIS HOLE IN THE GROUND OR GO UP INTO THE LOFT,4_996-4_996_1_3_002A
/srv/scratch/speechdata/speech-corpora/AusTalk/speakers/speakers/4_996/story/4_996_1_3_002B-ch6-speaker16.wav,14.489251700680272,4_996,ONE FINE DAY HIS AUNT ZELDA APPEALED TO HIM NOW LOOK HERE NO ONE IS GOING TO CARE ABOUT YOU IF YOU CARRY ON LIKE THIS YOU HAVE NO MORE MIND OF YOUR OWN THAN A GREASY OLD BLADE OF GRASS ARTHUR COUGHED AND LOOKED WISE AS USUAL BUT SAID NOTHING DON'T YOU THINK SO SAID ZELDA STAMPING HER FOOT FOR SHE COULDN'T BEAR TO SEE THE POOR LITTLE RAT SO COLDBLOODED I DON'T KNOW WAS ALL HE EVER ANSWERED AND THEN HE'D WALK OFF TO THINK FOR AN HOUR OR MORE ABOUT WHETHER HE WOULD STAY IN HIS HOLE IN THE GROUND OR GO UP INTO THE LOFT,4_996-4_996_1_3_002B
/srv/scratch/speechdata/speech-corpora/AusTalk/speakers/speakers/4_996/story/4_996_1_3_006-ch6-speaker16.wav,11.888662131519274,4_996,I THINK I'LL GO TOMORROW HE SAID TO HIMSELF BUT THEN AGAIN PERHAPS I WON'T IT'S SO NICE AND SNUG HERE I GUESS I'LL GO BACK TO MY HOLE UNDER THE LOG FOR A WHILE BEFORE I MAKE UP MY MIND,4_996-4_996_1_3_006
/srv/scratch/speechdata/speech-corpora/AusTalk/speakers/speakers/4_996/story/4_996_1_3_008-ch6-speaker16.wav,1.857641723356009,4_996,THE END,4_996-4_996_1_3_008
/srv/scratch/speechdata/speech-corpora/AusTalk/speakers/speakers/2_330/story/2_330_1_3_006-ch6-speaker16.wav,10.12390022675737,2_330,I THINK I'LL GO TOMORROW HE SAID TO HIMSELF BUT THEN AGAIN PERHAPS I WON'T IT'S SO NICE AND SNUG HERE I GUESS I'LL GO BACK TO MY HOLE UNDER THE LOG FOR A WHILE BEFORE I MAKE UP MY MIND,2_330-2_330_1_3_006
/srv/scratch/speechdata/speech-corpora/AusTalk/speakers/speakers/2_330/story/2_330_1_3_008-ch6-speaker16.wav,1.857641723356009,2_330,THE END,2_330-2_330_1_3_008
/srv/scratch/speechdata/speech-corpora/AusTalk/speakers/speakers/3_851/story/3_851_1_3_006-ch6-speaker16.wav,10.681224489795918,3_851,I THINK I'LL GO TOMORROW HE SAID TO HIMSELF BUT THEN AGAIN PERHAPS I WON'T IT'S SO NICE AND SNUG HERE I GUESS I'LL GO BACK TO MY HOLE UNDER THE LOG FOR A WHILE BEFORE I MAKE UP MY MIND,3_851-3_851_1_3_006
/srv/scratch/speechdata/speech-corpora/AusTalk/speakers/speakers/3_851/story/3_851_1_3_008-ch6-speaker16.wav,3.2508390022675737,3_851,THE END,3_851-3_851_1_3_008
/srv/scratch/speechdata/speech-corpora/AusTalk/speakers/speakers/1_1106/story/1_1106_1_3_001-ch6-speaker16.wav,1.3003174603174603,1_1106,ONCE UPON A TIME THERE WAS A YOUNG RAT NAMED ARTHUR WHO COULDN'T MAKE UP HIS MIND WHENEVER THE OTHER RATS ASKED HIM IF HE WOULD LIKE TO GO OUT HUNTING WITH THEM HE WOULD ANSWER IN A SOFT VOICE I DON'T KNOW AND WHEN THEY SAID WOULD YOU RATHER STAY INSIDE HE WOULDN'T SAY YES OR NO EITHER HE'D ALWAYS AVOID MAKING A CHOICE,1_1106-1_1106_1_3_001
/srv/scratch/speechdata/speech-corpora/AusTalk/speakers/speakers/1_1106/story/1_1106_1_3_006-ch6-speaker16.wav,13.83909297052154,1_1106,I THINK I'LL GO TOMORROW HE SAID TO HIMSELF BUT THEN AGAIN PERHAPS I WON'T IT'S SO NICE AND SNUG HERE I GUESS I'LL GO BACK TO MY HOLE UNDER THE LOG FOR A WHILE BEFORE I MAKE UP MY MIND,1_1106-1_1106_1_3_006
/srv/scratch/speechdata/speech-corpora/AusTalk/speakers/speakers/1_1106/story/1_1106_1_3_008-ch6-speaker16.wav,2.693514739229025,1_1106,THE END,1_1106-1_1106_1_3_008
/srv/scratch/speechdata/speech-corpora/AusTalk/speakers/speakers/4_409/story/4_409_1_3_008-ch6-speaker16.wav,1.7647165532879818,4_409,THE END,4_409-4_409_1_3_008
/srv/scratch/speechdata/speech-corpora/AusTalk/speakers/speakers/1_10/story/1_10_1_3_008-ch6-speaker16.wav,2.507755102040816,1_10,THE END,1_10-1_10_1_3_008
/srv/scratch/speechdata/speech-corpora/AusTalk/speakers/speakers/1_793/story/1_793_1_3_008-ch6-speaker16.wav,1.7647165532879818,1_793,THE END,1_793-1_793_1_3_008
/srv/scratch/speechdata/speech-corpora/AusTalk/speakers/speakers/3_566/story/3_566_1_3_006-ch6-speaker16.wav,14.210657596371885,3_566,I THINK I'LL GO TOMORROW HE SAID TO HIMSELF BUT THEN AGAIN PERHAPS I WON'T IT'S SO NICE AND SNUG HERE I GUESS I'LL GO BACK TO MY HOLE UNDER THE LOG FOR A WHILE BEFORE I MAKE UP MY MIND,3_566-3_566_1_3_006
/srv/scratch/speechdata/speech-corpora/AusTalk/speakers/speakers/3_566/story/3_566_1_3_008-ch6-speaker16.wav,2.043401360544218,3_566,THE END,3_566-3_566_1_3_008
/srv/scratch/speechdata/speech-corpora/AusTalk/speakers/speakers/4_894/story/4_894_1_3_006-ch6-speaker16.wav,13.003219954648523,4_894,I THINK I'LL GO TOMORROW HE SAID TO HIMSELF BUT THEN AGAIN PERHAPS I WON'T IT'S SO NICE AND SNUG HERE I GUESS I'LL GO BACK TO MY HOLE UNDER THE LOG FOR A WHILE BEFORE I MAKE UP MY MIND,4_894-4_894_1_3_006
/srv/scratch/speechdata/speech-corpora/AusTalk/speakers/speakers/4_894/story/4_894_1_3_008-ch6-speaker16.wav,3.1579591836734693,4_894,THE END,4_894-4_894_1_3_008
/srv/scratch/speechdata/speech-corpora/AusTalk/speakers/speakers/1_1111/story/1_1111_1_3_008-ch6-speaker16.wav,2.972154195011338,1_1111,THE END,1_1111-1_1111_1_3_008
/srv/scratch/speechdata/speech-corpora/AusTalk/speakers/speakers/1_195/story/1_195_1_3_006-ch6-speaker16.wav,14.39641723356009,1_195,I THINK I'LL GO TOMORROW HE SAID TO HIMSELF BUT THEN AGAIN PERHAPS I WON'T IT'S SO NICE AND SNUG HERE I GUESS I'LL GO BACK TO MY HOLE UNDER THE LOG FOR A WHILE BEFORE I MAKE UP MY MIND,1_195-1_195_1_3_006
/srv/scratch/speechdata/speech-corpora/AusTalk/speakers/speakers/1_195/story/1_195_1_3_008-ch6-speaker16.wav,2.6006349206349206,1_195,THE END,1_195-1_195_1_3_008
/srv/scratch/speechdata/speech-corpora/AusTalk/speakers/speakers/2_602/story/2_602_1_3_008-ch6-speaker16.wav,2.647074829931973,2_602,THE END,2_602-2_602_1_3_008
/srv/scratch/speechdata/speech-corpora/AusTalk/speakers/speakers/1_1314/story/1_1314_1_3_008-ch6-speaker16.wav,2.414875283446712,1_1314,THE END,1_1314-1_1314_1_3_008
/srv/scratch/speechdata/speech-corpora/AusTalk/speakers/speakers/3_833/story/3_833_1_3_006-ch6-speaker16.wav,12.26013605442177,3_833,I THINK I'LL GO TOMORROW HE SAID TO HIMSELF BUT THEN AGAIN PERHAPS I WON'T IT'S SO NICE AND SNUG HERE I GUESS I'LL GO BACK TO MY HOLE UNDER THE LOG FOR A WHILE BEFORE I MAKE UP MY MIND,3_833-3_833_1_3_006
/srv/scratch/speechdata/speech-corpora/AusTalk/speakers/speakers/3_833/story/3_833_1_3_008-ch6-speaker16.wav,2.2291609977324263,3_833,THE END,3_833-3_833_1_3_008
/srv/scratch/speechdata/speech-corpora/AusTalk/speakers/speakers/3_999/story/3_999_1_3_008-ch6-speaker16.wav,2.6006349206349206,3_999,THE END,3_999-3_999_1_3_008
/srv/scratch/speechdata/speech-corpora/AusTalk/speakers/speakers/2_41/story/2_41_1_3_006-ch6-speaker16.wav,13.56045351473923,2_41,I THINK I'LL GO TOMORROW HE SAID TO HIMSELF BUT THEN AGAIN PERHAPS I WON'T IT'S SO NICE AND SNUG HERE I GUESS I'LL GO BACK TO MY HOLE UNDER THE LOG FOR A WHILE BEFORE I MAKE UP MY MIND,2_41-2_41_1_3_006
/srv/scratch/speechdata/speech-corpora/AusTalk/speakers/speakers/2_41/story/2_41_1_3_008-ch6-speaker16.wav,1.6718367346938776,2_41,THE END,2_41-2_41_1_3_008
/srv/scratch/speechdata/speech-corpora/AusTalk/speakers/speakers/2_1079/story/2_1079_1_3_006-ch6-speaker16.wav,11.981541950113378,2_1079,I THINK I'LL GO TOMORROW HE SAID TO HIMSELF BUT THEN AGAIN PERHAPS I WON'T IT'S SO NICE AND SNUG HERE I GUESS I'LL GO BACK TO MY HOLE UNDER THE LOG FOR A WHILE BEFORE I MAKE UP MY MIND,2_1079-2_1079_1_3_006
/srv/scratch/speechdata/speech-corpora/AusTalk/speakers/speakers/2_1079/story/2_1079_1_3_008-ch6-speaker16.wav,5.572834467120181,2_1079,THE END,2_1079-2_1079_1_3_008
