filepath,transcription,duration,speaker_id
/srv/scratch/chacmod/OGI/speech/spontaneous/09/3/ks940/ks940xx0.wav,a b c d e f g h i j k l m n o p q r s t u v w x y z my favorite t v show is ally mcbeal and it's about a lawyer who's young and she's funny and she dances with a baby who's imaginary and everyone thinks she's crazy uhm uhm my parents are married and i have one younger brother and he's twelve to make spaghetti first you cook the meat and then you add cans of spaghetti sauce and spices and then in the other pan you boil some water and then you add the noodles and then you mix them both together i like offspring cause i think they're cool and they i like the sound of them cause they're like alternative rock type things uhm they have like three cd's out that's about all i know,68.12557823129252,ks940
/srv/scratch/chacmod/OGI/speech/spontaneous/08/4/ksj3m/ksj3mxx0.wav,a b c d e f g h i j k l m n o p q r s t w x y and z hang out with my friends uh we go to the movies uhm titanic and shindler's list and romeo and juliet boy meets worldly king of the hill uhm boy meets world is about i dunno uhm uh well boy meets world there's cory and shawn and morgan and eric and the mom and the dad topanga i dunno uhm it's about a family who doesn't like they don't get along very well it's about world war two and it's about what people did to get away and how some people saved some of them and uhm it's about what happened during world war two i'm going to colorado and i'm going sort of uh my friend's going to have a p party for the end for the end for the end of school denver uhm i have a brother he's seventeen and i have my parents who are thirty four and thirty five uhm my mom doesn't work sh and my dad is a manager of a store,153.27950113378685,ksj3m
/srv/scratch/chacmod/OGI/speech/spontaneous/04/1/ks419/ks419xx0.wav,a b c d e f g h i j k l m n o p q r s t u v w x y and z uhm my hobby mostly is like rebuiilding models harley davidsons playing football and this year in the jamboree for my football game i am going to bring my most favorite song we will we will rock you at least i know that we're gonna win and me and my friend are hoping to get on the same team this year and my dad likes to play football now and again and i plan on going to college and getting an art an architectural degree because my dad always wanted to be an architect and i already know how to make blue prints okay over the weekend i took i am taking i took apart half of my skate board because i'm adding i am adding some stuff on to it to make it a down hill racer and my friend is bringing me some parts by tomorrow so i can make so i can make it so i can control the speeds and i also need to find a bunch of my dad's tools,77.10181405895692,ks419
/srv/scratch/chacmod/OGI/speech/spontaneous/07/3/ksi3w/ksi3wxx0.wav,a b c d e f g h i j k l m n o p q r s t u v w x y z yeah i do ballet uhm i go to class about four days a week and i'm rehearsing for a performance uhm there's two of them i'm doing i'm doing peter and the wolf and i star as peter in that it's a guy part and uhm i'm doing west of the pacos and i it's like a western performance and i'm doing a saloon girl like the french terminology or okay uh what should i say uhm glissade pas de chat pas de bourree ciseau ciseau pas de bourree pirouette uh i don't know i plan to go to the joffrey ballet in new york city and study with them for a month which i have gone there before no i go with my grandma she takes me,94.35850340136057,ksi3w
/srv/scratch/chacmod/OGI/speech/spontaneous/05/0/ks50r/ks50rxx0.wav,a b c d e f g h i j k l m n o p q r s t u v w x y and z uhm this summer we're going to explore oregon like go to crater lake and uhm the caves and the beach and the s uhm we're gonna go to the lakes of uhm doyksand and we're gonna go snowmobiling and water skiing and if there is any snow left we're gonna go snowboarding and snowmobiling we're gonna see our uhm aunt cousin cousins are coming down and we're for the fourth of july and then we're gonna go to camping and to the beach and lot of places like that and uh then we're going to i think we're going to idaho this year for uh summer and in idaho we're gonna go to uh boysee and we'll see the snake river and uh,90.6584126984127,ks50r
/srv/scratch/chacmod/OGI/speech/spontaneous/09/0/ksk3b/ksk3bxx0.wav,ok a b c d e f g h i j k l m n o p q r s t u v w x y z mm i watch t v mm i play the computer and i talk on the phone i don't know i watch jerry springer and they have all these people that come on and they fight about stuff all the time and i watch i watch oprah and they have people on that get kidnapped and stuff they talk about it i am probably not gonna do anything just go swimming and stuff forest grove is small and there's nothing to do except for watch movies or go to people houses or you can walk around usually we just leave because there's nothing to do,78.64244897959183,ksk3b
/srv/scratch/chacmod/OGI/speech/spontaneous/04/1/ks431/ks431xx0.wav,a b c d e f g h i j k l m n o p q r s t u v w x y and z on monday we're going to pick up my cousin in cottage grove and my cousin my aunt and my uh i'm gonna see my uh grandma and grandpa uh and go and he's they're gonna stay up at our house for about uh for about four days and we're gonna play outside and we're gonna play on a tree fort and take our dogs for walks and go to the park uh we have a boxer and a dog mi mixed between a poodle and uh a i think it's sheep dog and we have a cat named lacy and she is real mean and we used to have a rat that was named gracie huh uh,82.66507936507936,ks431
/srv/scratch/chacmod/OGI/speech/spontaneous/01/3/ks13i/ks13ixx0.wav,a b c d e f g h i j k l m n o p q r s t u v w x y z i played with play station i had i had to go to my grandma's i had to i had to go to a to church i had to go to that's it i like playing football i just like to skate like to tackle people trying to score i like basketball it's this game that you have to try to get into the hoop and try to dunk or shoot and make it that's all i have a brother and a sister my dad is forty one my mom is sixty i mean thirty six my brother is thirteen my sister is seventeen,71.92231292517006,ks13i
/srv/scratch/chacmod/OGI/speech/spontaneous/09/4/ksk2u/ksk2uxx0.wav,a b c d e f g h i j k l m n o p q r s t u v w x y z i don't really know i just i play a lot of sports and so it's pretty good to play sports cause there are a lot of schools that have like open fields that we can practice like soccer and stuff soccer basketball and i did track last year but i'm not doing it this year i it just depends on the season i just finished indor soccer and i'm playing spring basketball i have a sister who just turned eighteen and my mom and my dad and two dogs,64.59791383219955,ksk2u
/srv/scratch/chacmod/OGI/speech/spontaneous/07/1/ks72x/ks72xxx0.wav,huh a b c d e f g h i j k l m n o p q r s t u v w x y z play basketball at the park go to idaho uh visit my sister uh twenty seven or twenty eight boi uhm no napa uhm we're making games in q basic it's like simple uh addition games and stuff yeah uh you have to like get the right uhm like commands and stuff and you got to type them in for like print prints out something on the screen and input like you can like ask somebody a question or something like it'll loop things around i guess so yeah mm be a graphics artist not really,95.29183673469387,ks72x
/srv/scratch/chacmod/OGI/speech/spontaneous/06/0/ks606/ks606xx0.wav,a b c d e f g h i j k l m n o p q r s t u v w x y and z well i actually go to y m c a after school and play games and do all other stuff i play pool uhm foosball basketball wallball and play the computer i walk home and it's like right by the gym es it's messy my sister she drools when she sleeps and her hair looks like a mess when she wakes up and lots of other stuff,62.30421768707483,ks606
/srv/scratch/chacmod/OGI/speech/spontaneous/06/3/ksh3l/ksh3lxx0.wav,a b c d e f g h i j k l m n o p q r s t u v w x y and z i like basketball because it's fun and i'm really good at it and i just like to play it for fun and i practice like everyday as much as i can so i can get better at it and like it's one of my favorite sports and i like to just play it for fun and that's practically it and and i like my family because they are nice of nice to me and they're they're not mean to me and i like to to do stuff with them on family nights and i like to watch movies with them and play basketball with them and do other stuff with them and i like school because my teacher is nice and it's fun to be around the kids at school and i like the other teachers that teach us stuff and i like my friends who are nice to me and that's it,88.50888888888889,ksh3l
/srv/scratch/chacmod/OGI/speech/spontaneous/01/3/ksc3f/ksc3fxx0.wav,what a b c d e f g h i j k l m n o p q r s t u v w x y z i think that on the summer my dad's gonna to take me to uhm to disneyland and with my sisters and i'm gonna have some fun with my sisters and all my friends and my family is gonna go to disneyland and and my cousins too my mom she's only six weeks a apart and i have two sisters and i don't know one is uhm five and one is two years old and my dad only is uhm says to my ow to my sisters two,130.67451247165533,ksc3f
/srv/scratch/chacmod/OGI/speech/spontaneous/05/1/ks50g/ks50gxx0.wav,a b c d e f g h i j k l m n o p q r s t u v w x y z i wish my parents would give me an n sixty four because it's so boring just playing on a computer and having two sisters my my dog's name is pen i have a cat named blackie he loves to be petted all the time and be uh i also have another cat named mint she scratches a lot of things yesterday my dog t turned two and we don't know how when we old blackie is at the moment we're just trying and find that out and over summer vacation we're going down to mount lassen camp for a bible s c it's a bible camp mm that's all i can think of at the moment,60.782766439909295,ks50g
/srv/scratch/chacmod/OGI/speech/spontaneous/08/3/ksj3n/ksj3nxx0.wav,a b c d e f g h i j k l m n o p q r s t u v w x y z vacation was when i went to uhm las vegas with my two sisters and my mom i went on the rides and stuff and my mom went gambling but we couldn't because we were too young uh uh uh uh uh it's really busy and there's a lot of people there and like we were crossing the road and two taxis almost hit us and they they like didn't even stop when they seen us i have first period and that's science and i don't really care for that class very much and i'm always tired during it so i don't do very good and then i have math and i do okay in that class and then i have spanish and i like the teacher a lot but i don't like the work cause i don't like spanish that much and i'm gonna take german next year and then uhm fourth period i have health and that's ok cause i like learning things about my body and stuff and new things like right now we're learning about tobacco and then i have leadership which is what class i'm in right now and that just teaches us how to be a leader and everything and then i have history and i don't really care for that class then i have language arts and that's my favorite class uhm we're doing speeches in front of the class about like i did mine on marijuana and why it's bad for you and everything i got a b on it,113.92458049886622,ksj3n
/srv/scratch/chacmod/OGI/speech/spontaneous/06/2/ks60h/ks60hxx0.wav,okay a b c d e f g h i j k l m n o p q r s t u f t u v w x and y and z i am going to go on a fishing trip because we are going to paint our house and we were going to actually we were also going to go to a a very long trip but we decided to go on a fishing trip because the painting took up so much money and so we're gonna go somewhere down in eastern oregon and go fishing and then my dad's gonna go to alaska to go sturgeon fishing and then we're gonna go to montana and south dakota and arizona and georgia and that's basically what we're gonna to do for our summer vacation,66.21700680272109,ks60h
/srv/scratch/chacmod/OGI/speech/spontaneous/08/0/ks83k/ks83kxx0.wav,a b c d e f g h i j k l m n o p q r s t u v w x y z i play soccer on a premier team we are in forest grove our name is raptors i play defense middle and forward we go to a lot of tournaments like in the summer and we draw all kinds of stuff we practice on wednesday and friday from five to seven uhm uhm no i'm from mexico ixhuaca it's nice there's a lot of things you can do it's hot and there's places you can go like rep no i don't know i haven't seen anybody close to me yeah it's a s like a state a state there's nine in my family there is my dad my mom me my brother my other brother my sister and my brother's wife and this little kids and,110.72308390022675,ks83k
/srv/scratch/chacmod/OGI/speech/spontaneous/02/0/ks247/ks247xx0.wav,a b c d e f g h i j k l m n o p q r s t u v w x y z one day a kid liked uhm wanted watch and he watched tv too much and he had to do his homework and he then he started to watch tv again and it got broken once upon a time there was this kid he he liked to do his homework a lot uhm then one day his friends started to ask him if he wanted to do drugs and he said no it's bad for you because it can kill you uhm it's it they have lots of rides and an they have really good food there the the dragon it's you this there's little this big dragon that that has two sides uhm and you go like this up and down and it feels it it feels like you're going to fall face forward and they're really mean to me uh huh all of them i'm the youngest uhm my my one brother is twenty three and my other brother is uhm twenty one and my my sister is seventeen and my other sister is ten uhm they take me places that i that that uhm that are kind of that are really fun like the skate park,133.15337868480725,ks247
/srv/scratch/chacmod/OGI/speech/spontaneous/05/0/ksg2z/ksg2zxx0.wav,a b c d e f g h i j k l m n o p q r s t u v w x y and z go feed my cows and my horses uhm well i have a favorite cow named splash he is a steer he is black and white and my mom has a favorite cow named snicker he's pure black he's an angus and my horse's name is sandy she's brown she's a quarter horse and we like to ride her up in the hills i have uh some pigs some chickens some peacocks uh a lot of bunnies uh ducks geese dogs cats turtles lizards frogs uhm my cows my horses my bunnies and my ducks i have a sister and a brother my sister's name is ashley my brother's name is noah and we my they always come with me to feed the cows and stuff and we like to jump out of the hay loft a lot my s my s my older sister is thirteen and my younger brother is three,117.5867120181406,ksg2z
/srv/scratch/chacmod/OGI/speech/spontaneous/05/2/ks535/ks535xx0.wav,a b c d e f g h i j k l m n o p q r s t u v w x y and z when i got on first i stole from second then to third then to home no there were no runs in front of me i was the only one running yeah uh fifteen to three mm just visiting with my friends and going to the pool and stuff yeah i'm yeah i uh might play uhm football i got three little brothers no no no one older and three or two little and so that's four altogether yeah sometimes my brothers my older one but sometimes i make my little brothers' bed and stuff,92.07546485260772,ks535
/srv/scratch/chacmod/OGI/speech/spontaneous/09/3/ksk1e/ksk1exx0.wav,a b c d e f g h i j k l m n o p q r s t u v w x y z well no i don't know i don't know what to say yeah he's tall uhm brown uh no i don't think so no he does not play sports uhm who is he my boyfriend uhm it my youth group no no mmm we learn like about god and and how to play games and stuff like that that's about it,72.1253514739229,ksk1e
/srv/scratch/chacmod/OGI/speech/spontaneous/05/4/ks53p/ks53pxx0.wav,a b c d e f g h i j k l m n o p q r s t u v w x y z uhm over this weekend i took my dog to an animal shelter i played with my donkey i got a few hundred pounds of chocolate uhm chocolate chips i got about a hundred pounds of apples and i stayed home a day that my parents went out shopping for a very long while and they bought a new computer when they were out shopping and on sunday they returned it i uhm was going to sell my other dog but i am not that sure if i am going to right now and i uhm went to church went out to eat for breakfast at mcdonald's one day uhm went shopping uhm and uh played with my dogs made some cookies uhm and ts,96.1287074829932,ks53p
/srv/scratch/chacmod/OGI/speech/spontaneous/02/3/ks20p/ks20pxx0.wav,a b c d e f g h i j k l m n o p q r s t u v w x y and z i have a dog and a cat and it likes the dog it likes to uhm roll around on the ground and uhm the cat he likes to uhm play with the balls that we have i have a soccer ball that he plays with he gets on it and then he uhm he starts to roll down the stairs and then he jumps on it off of it and then he lands back up on my stairs and that's all well i like to play soccer because it's fun for uhm kids and it's it gives you exercise and it's uhm it it's a sport to play,57.10639455782313,ks20p
/srv/scratch/chacmod/OGI/speech/spontaneous/01/0/ks130/ks130xx0.wav,a b c d e f g h i j k l m n o p q r s t u v w x y and z now i know my a b c's to play with my friends riding my bike and i love going to disneyland playing this film always find uhm it's almost close to my birthday it's little one jack and jill went up the hill and killing pill water jack fell down and broke his crown and jill come come tumbling after a drink uh green leaves strawberry chocolate cake and uhm pizza everything,69.40607709750567,ks130
/srv/scratch/chacmod/OGI/speech/spontaneous/05/2/ks539/ks539xx0.wav,a b c d e f g h i j k l m n o p q r s t u v w x y z tonight i am going to to haag lake to go fishing with my grandfather we're gonna try catching bass he he has got two trophies for sturgeon and bass i have my own fishing pole i'm going when i get older i'm going to be a fisherman i use power bait when we go fishing and worms and sometimes when we go fly fishing we use different kinds of flies and my my cousin daniel he he make his flies so we can get ours for free from him my mom she works across the street from my school her work's called pacific spirit my dad he doesn't live with us my mom never got married to him uhm my brother i have two brothers my youngest brother he's he's uhm he was just born recently uhm his name is jessie joel my older ohh he's still my younger brother he is he is three he just turned three his name's his name's richard mm yeah,139.1534693877551,ks539
/srv/scratch/chacmod/OGI/speech/spontaneous/10/0/ksa3l/ksa3lxx0.wav,a b c d e f g h i j k l m n o p q r s t u v w x y z ohh when i go to college i might like to study engineering or computers i don't really know no i want to wait if i don't know just somewhere away from here yeah yeah i guess you could say that i flyed to florida washington d c new york canada ohh i want to see the sights yeah ohh well i have a dad a mom my sister that's all that live with me and i have a grandmother who lives in eugene my aunt too dune was a story about these people who were forced to move to a desert planet and their enemies attacked them there and the hero's a boy who eventually leads the army against them,98.46181405895692,ksa3l
/srv/scratch/chacmod/OGI/speech/spontaneous/10/0/ksa0q/ksa0qxx0.wav,a b c d e f g h i j k l m n l m n o p q r s t u v w x y z yeah i do faces of death about well it's about people getting killed it's a little bit psycho some of the scenes are showing people being electrocuted to death being chopped up and eaten uh people on p c p uh monkeys getting their head beaten in uh alligators eating people and uh that's about it so far uhm it's they two doctors are grabbing a guy bring him in for detox and they can't pin him down and he starts freaking out and throwing people around and then he dies of an overdose,74.12303854875283,ksa0q
/srv/scratch/chacmod/OGI/speech/spontaneous/01/3/ks12v/ks12vxx0.wav,a c d e f g h i j k l m n o p q r s t u v w x y z the kid pigs left the mama pig to seek their fortune two of the p one of the pigs built their house of straw the other of sticks and the last one of bricks then the big bad wolf came and blew the first little pigs house down pi the first little pig ran into his brother's house of sticks then the big bad wolf came to that one and blew that one down then they both had to run to the house of bricks here so they couldn't be eaten by the big bad wolf then the big bad wolf came tried to blow it down but he couldn't so he tried the chimney but they had a pot of water there boiling water and he fell in the pot and they ate him for dinner,97.67560090702948,ks12v
/srv/scratch/chacmod/OGI/speech/spontaneous/03/1/kse3b/kse3bxx0.wav,a b c d e f g h i j k l m n o p q r s t u v w x y and z went to texas for the summer we're going to go to six flags and we're gonna go swimming uhm i think it's dallas texas every holiday we stuff and my grandmas and grandpas and aunts and uncles and stuff it's very hot and dry there and the grass is not very green there hmm there's some hills and a lot of trees but the trees aren't very pretty uhm i think once flying on an airplane it takes about three hours mm sometimes we stopto get on another airplane but we we're not going to stop anymore it feels it doesn't it feels weird it feels like t you're very light my one my brother josh he's five and we're going to to to see my little brother riley who's three well josh's not very good but with riley i get along with him very good,96.08947845804988,kse3b
/srv/scratch/chacmod/OGI/speech/spontaneous/02/1/ksd0b/ksd0bxx0.wav,a b c d e f g h i j k l m n o p q r s t u v w x y z mm he he did lots of tricks my favorite one was when he rolled on his back he did lots of tricks and stuff and my favorite one is when he rolled on his back and when he looked in the mirror mm hmm he kept looking in the mirror at himself and he rolled over on his back and he came really close to the window on the stomach mm mm no but i'm gonna go to colorado my whole family except my mom and my dad and my brother uhm pretty much my whole family and my friends it's it has one floor and me and my brother's bed uhm bedrooms are really close together and my mom's is like way across the hall what uhm oregon has lots and lots and lots of rain in the winter and colorado has lots and lots and lots of snow in the winter,98.65845804988662,ksd0b
/srv/scratch/chacmod/OGI/speech/spontaneous/03/4/ks32x/ks32xxx0.wav,ok a b c d e f g h i j k l m n o p q r s t u v w h y and w z y y y and x play with my friends go over to their house sleep over uhm i ride my bike do arts and crafts i don't know uhm mostly i use wood uhm i mostly just break it up my my parents won't let me use knives we do uhm bow and arrows i make bow and arrows uhm main thing you need is something that will stretch like elastic rubber bands and uh you can have a a straight stick kind of slanted like that uhm arrows arrows need to be completely straight or else they won't fly uh you can make them with sticks what we mainly mainly you do is for this bow all you do is just take the uhm the rubber band and tie it to the stick is two my sister is four uhm my brother is just he wakes me up early my sister me uh me and her always fight uhm she always gets me so mad sometimes whenever i get in trouble with my mom she always says ohh yeah chris is in trouble i get so mad at her i want to kill her he who started running yeah she mostly run at you like this runs at you like this or i mostly do a lock i don't want to hurt him but what i do is i just i just grab his arms and pull them together uhm my dad works at sequent my mom's a uhm she works at home she's a day care provider they're both twenty eight my mom was born before my dad by about three months uhm we've lived in forest grove about four years uhm before my mom got married to my dad she was living with another guy and he was cheating on her and i was just about uh one years old we were living in alabama at th at that time uhm we moved to utah and we came here my mom married my dad and uhm in utah they've been married for five years uhm i can't remember,188.86521541950117,ks32x
/srv/scratch/chacmod/OGI/speech/spontaneous/05/0/ks50c/ks50cxx0.wav,a b c d e f g h i j k l m n o p q r s t u v w x y z trucks are or whatever okay trucks are cool because they are very big some trucks race in the nascar racing racing is cool because it's very fun and some day i think it will be an olympics skating is fun because it is a sport and it is always shown on e s p n on t v t v is also cool because it sh shows many shows most shows only last half an hour and you could buy a schedule book for it you buy schedule books at the store most days i buy them on sundays uhm drinking soda pop is nice because it it is refreshing when you are in the hot sun and it refreshes you if you've been in the desert too long uhm,101.80263038548752,ks50c
/srv/scratch/chacmod/OGI/speech/spontaneous/06/4/ks638/ks638xx0.wav,a b c d e f g h i j k l m n o p q r s t u v w x y z o over the weekend i had to go to a wedding but i got sick so i had to babysit and i had to go to a baseball game but i couldn't go because i was sick so i missed my team pictures and stuff like that i babysitted these kids across the street and i got twenty four dollars and i babysit with her kind of consistently so i totalled up to this week fifty two dollars and i'm gonna buy baseball stuff i'm gonna buy a bat bag a bat a new glove and that's about it i play outfield and catcher and pitcher well yeah if you like like try to steal and he like throws the ball and tags you then you're out or if you hit a ball he catches it and he throws it back to the base that you're on before you get back there it's an out because you didn't tag up and it's of course out at first base when he hits the ball and you throw it to first before he gets there ken griffey junior because he's my favorite hitter and he's placed with the seattle mariners as a centerfielder there i like cal ripkin junior because he is like one of the best hitters in the game and mickey mantle was one of the best hitters but he died from liver cancer in nineteen ninety five the mariners,117.70226757369616,ks638
/srv/scratch/chacmod/OGI/speech/spontaneous/07/1/ks73a/ks73axx0.wav,a b c d e f g h i j k l m n o p q r s t u v w x y z uhm i like to play outside and play video games nintendo sixty four games like golden eye it's a double oh seven game uhm i don't know probably that one i also like rampage where you go around destroying the world yeah well uhm golden eye is the first person shooter game where you go around trying to save the world from this satellite that's just going to blow up the world so and it's bloody and you have to beat a level in a certain amount of time or else something bad could happen uhm not really i like kinda like south park but not as much as everybody else in the world does uhm it used to be a comic book but they turned it into a t v show and it's on real late at night and most everybody likes it but it's most parents don't and it's about kenny getting killed and let me see i don't know it's everybody else likes the simpsons and ohh there is a lot of things happening in this episode it's about their home their past of what of how everything originated how lisa got her saxophone and how bart uhm s first said his w said his first word and how homer was uhm lost his hair because maggi was born and how he always forgets that maggi's there and he almost sat on her and that's about it,162.90090702947845,ks73a
/srv/scratch/chacmod/OGI/speech/spontaneous/00/7/ks03d/ks03dxx0.wav,egypt a b c d e f g h i j k l m n o p q r s t u v w x y and z uh pretend he's my friend james and the giant peach james and the giant peach first got it out they jump in the water to save that that guy that beats him up and smacks him in the water m witches try to get him mm they get to be the witch to be my own girlfriend donald duck and mickey and minnie and uhm and goofy uh cat uhm koala because she has a nose that's black one sister four she's got brown she's got dark brown hair actually she hits a little me and my dad not my mom i don't remember where that is today she's going to sit down and tan herself,118.27120181405895,ks03d
/srv/scratch/chacmod/OGI/speech/spontaneous/07/3/ksi0m/ksi0mxx0.wav,a b c d e f g h i j k l m n o p q r s t u v w x y z uhm go shopping with my friends and work in a uhm because we have a trampoline and i usually take my little niece out there so we could jump and my uncle is gonna come over and he's gonna bring me to washington so we could go to party and that's about it uh do i play any sports no huh uh i don't really know how with my uncle but not with the school or anything ohh yeah with my uncle uhm i forgot what it was called no yeah uhm we we went camping like by this lake it was it was like by a lake and we went we just fished and we went like just walked around yeah,190.658820861678,ksi0m
/srv/scratch/chacmod/OGI/speech/spontaneous/10/4/ksa12/ksa12xx0.wav,do what what's a b c's just ohh ohh alphabet okay now a b c d e f g h i j k l m n o p q r s t u v w x y zed all right couple of minutes all right i enjoy fishing with my dad sometimes in summer we grab a couple of fishing straws and take a boat and go out in that lake and fish for several hours usually we don't get that much fish but it sure is fun to just be there and have fun like this when we come back if we actually caught anything we make a soup and eat it for dinner i just made it up i'm gonna be a liar in some profession but it'll help safe,146.47732426303855,ksa12
/srv/scratch/chacmod/OGI/speech/spontaneous/03/2/kse2t/kse2txx0.wav,do what a b c d e f g h i j k l m n o p q r s t u v w x y z one of my favorite books is the boxcar children and i'm on the third book and i'm on surprise island and i'm almost done with surprise island uhm well they have this surprise and on a island and it's in the summer and then their grandfather gave them a surprise cause they to he told them later in the year on the summer that they would g he would give them a surprise and that uhm that he they would have a surprise on a island so they got the surprise on the island they got a house for the whole summer to live in uhm they clean the dishes they cook they go fishing they go swimming uhm the grandfather was the one who gave them the island uhm a man named joe helped them on the island and did all the stuff henry's the oldest i don't know how old how is uhm violet's the second oldest jesse's the third oldest and betty's the youngest,109.51832199546486,kse2t
