,target_text,pred_str
139,that the magnet is has been taking off so the nail doesn't have any more magnetism in it so the nail is not isn't a magnet anymore,that the magnet s has been taking off so the nail doesn't have any more magnetism in it so the nail is not is't a magnet anymore
140,they have other metal in them which magnets can attract to,they have other metal in them which magnets can attract to
141,that magnets stick together,that magnets stick together
142,could you repeat that,can you repeat that
143,i don't know,i don't know
144,that the magnet cannot attract to the other magnet through that thick of paper,that the magnet can not attract to the other magnet through that stick of paper
145,that the magnetism goes through the table to for the magnet to stick to the stick on the other side of the table,that the magnetism goes through the table to for the magnet to stick to the stick on the other side of the table
146,that all magnets have some sort of metal in,that all magnets have some sort of metal in
147,that the magnetism from the magnet is going through the nail to make the the steel nail to make the paper clip stick to the steel nail,that the magnetism from the magnet is going through the nail to make the the steel nail to make the paper clips stick to the steel nail
148,that until the magnet gets taken off the nail is a magnet but when the nail does get taken off the nail is not a magnet,thntil the magnet gets takeng off the nail is a magnet but when the nail doest get taken off the nail is not a magnet
149,good,good
150,i don't care,i don't care
151,that one stack is bigger than another so the magnet one or another,that one stack is bigger than the another so of the magnet can on obther
152,that they keep changing,that they keep changing
153,that the d cells don't carry the energy properly,that the d cells don't carry the energy properly
154,the energy to go directly to light bulb and back make a light,for energy to go directly to the light bulb and  make it light
155,i don't know,i don't know
156,bye,bye
157,better than you,better than you
158,i don't know,i don't know
159,out the light bulb and through the positive side is going through to the negative side and powering up all the light bulbs again,p m out the light bulb and through the positive side and going through to the negative side and  powering up all the light bulbs again
160,can you repeat that,caund you repeat that
161,that we need two batteries instead of one to power up both of the light bulb,that we need two batteries instead of one to power both of the lightb
162,okay,okay
163,the bulbs won't be that that dim,the bulbs won't be tha that dim
164,from the battery to the filament through the light bulb filament to the other light bulb filament back to the battery,from the battery to the filament through the light bulb filament and to the other light bulb filament and back to the batery
165,energy,energy
166,can you repeat that,can you repeat that
167,energy is going through the d cell goes to the light bulb to powered up in back through the where end of d,energy is going through the d cell going to the light bulb to power it up and back through the reare end of the d
168,to bring power to the whatever by you trying to power up,to bring power to the whatever that you're trying to power up
169,one,one
170,putting both of the positive sides together because the energy won't be able to flow that,putting both of the positive sides together because the energy won't be able to flow thatwa
171,can you repeat that,can you repea
172,by making the negative side make carry the energy through the light both of the light bulbs back back to the positive side,by making the negative side they carry the energy through the light both of the light bulbs back  back to the  positive side
173,that the negative side carries the energy to the both the light bulbs and goes back to the the positive side going through the both of the batteries,that the negative side carries the energy to the both little light bulbs and i goes back through the positive side going through the both of the batteries
174,that energy is flowing through the negative side back to the positive side and towards the battery back to negative side,that the energy is flowing through the negative side back to the positive side and through the battery back to the negative side
175,that's the energy is going to the light bulb to power that what happen the other electricity is going to the light bulb main powering that one,that the energy is going through the light bulb to power that wat up then the other electricity is going to the light bulb and powering that one
176,that the light bulbs will light more,that the light bulbs would light more
177,they are on the first two batteries that can putting energy to the light bulbs,that on the first second picture that  there are two batteries that are c putting energy to the light bulbs
178,that the light bulbs were lighter,that the light bulbs were  lighter
179,that there will be multiple pathways in the series and instead of one,that there will be multiple pathways in the series and instead of one
180,um the flame glares off and it moves around that's why it looks like it,the lame glars off and it moves around that's whoy it looks like it
181,uh it sounded kinda like popping a little bit cause is a big flame,it sounded ts kind of like popping a little bit because ite's a big flame
182,it burns and the wax it melts,it burns in the wax  it melts
183,it will make a fire,it will make a fire
184,it's gone and you can never use it again,it's non and you can never use it again
185,they're all light sources,they're all light sources
186,apples a solar panel a desk a a fan tree branches raisins and fuel,apples a solar panel a desk a fan tree branches raisins and fuel
187,it's a candle that has a light,it's a candle that has a light
188,nothing,nothing
189,somebody's hitting the bongos with their hands and it's making sound energy and movement energy,somebody's hitting the bongoes with thoiur hands and it's making sound energy and move ment energ
190,we've been trying to make two light bulbs light and,we've been trying to make two light bulbs light and
191,the flame is moving,the flame is moving
192,it gets polluted,it gets polluted
193,it gets polluted with smoke,it gets polluted tho smoke
194,it give out more air because of the the,it gives um more air because of the the
195,i don't know,i don't know
196,gasoline,gasoline
197,it's important cause it helps us light things and it helps us use things a lot better,it's important cause it helps us light things and it helps us used things a lot better
198,i don't know,i don't know
199,i don't know,i don't know
200,uh pollute,pollute
201,she's walking eating carrying and that's it,she's walking eating carrying and that's it
202,it'll make a fire,hey will make a fire
203,i don't know,i don't know
204,the fire the fire um pollutes air and the,the fire the fire pollutes air and the
205,hiee,hi
206,okay,okay
207,light,light
208,maybe,maybe
209,good you,good you
210,the wax is melting off of it,the wax is melting off of it
211,it has a big impact and that effects the air,it has a big impact and that effects the air
212,i don't know,i don't know
213,because the magnet it's not a complete circuit,cause theit's not a complete
214,and one of the one of the parts of the circuit break,one of the one of the parts of the circuit break
215,this time it's connected to the series and when the when one of the filament breaks it stop,this time it's connected to the series and when  when one of the filaments breaks it stops
216,parallel circuit,parallel circuit
217,it stops,it stops
218,there is different wires connected to it,there's different wires connected to it
219,because runs at flowing from the battery into the wires and out of the one of the light bulbs into the other one the filmament breaks it it's not a complete circuit anyone,because when it's flowing from the battery into the wires and out of the one of the light bulbs into the other when the filament breaks it it's not a complete circuit anymore
220,nothing happen because its not connected to a,nothing happens bcause it's not connected to
221,one of them goes off one of them stage on,one of them goes off one of them stays on
222,because it's just to in one circuit it's not multiple circuits working flow through different parts of it,cause it's just in one circuit it's not multiple circuits so or it can flow through different parts of it
223,you have to replaced,after replacet
224,there so many wires connecting to the um battery and it's it's going in one circuit on different light bulb,there's so many wires connecting to the battery and it's it's going in one circuit on different light bulb
225,the bulbs running now,the bulbs are running out
226,you have to replace it,you afeto replace it
227,one of the light bulb stops not both of them,one of the light bulbs stops not both of them
228,nothing happen,nothing happened
229,on there is four wires once connecting in they're both connecting into different circuits so they both of the light bulbs to have to be connected for one to work,there's four wires one's connecting  they're both connecting into different circuits so they both of the light bulbs don't have to be connected frorm one to work
230,when i click on it and it moves to the metal part and it watch the bulb but i think that happens because it's flowing through the circuit,when i click on it  it moves to the metal part and it lights the bulb and i think that happens because it's flowing through the cici
231,a series circuit,a series
232,could you,good you
233,they doesn't flow through anymore,it doesn't flow through anymore
234,now when it gets to nineteen washers then magnetism breaks,thaot when it gets to nineteen washers and bagnatism break
235,the spacers are trying to separate the magnets,the spacers are trying to separate the magnets
236,washers i think that is,washers i think that is
237,i don't know,i don't know
238,that the magnets are being separated,that a magnets are being separated
239,that they are being broken together,that they are being broken together
240,i don't know,i don't know
241,the magnetite force is bringing them together is,the magnetic force is bringing them together
242,that the force is bringing the magnets together which the magnet magnets are goi the magnetic force is going to the magnets you know through the spacers for the magnetic force to touch the other magnet,that the forcees bring the magnets together which the magnet magnets or go the magnetic force is going through the magnets no through the spacers to for the magnetic force touch the other magnet
243,now when the washers get to nineteen the magnetism breaks and the magnets the magnet a doesn't stick to the other magnet,now when the washers get to nineteen the magnetism breaks and the magnets the magnet a doesn't stick to the other magnet
244,what,what
245,it is separating the magnet,it is separating the magnet
246,that the magnetic force is going through the paper to the touch the metal clip and the metal clip is moving the magnet around,that the magnetic force is going through the paper to touch the metal clip and the metal clip is moving the magnet around
247,energy,energy
248,breaks the magnets apart,breaks e magnets apart
249,to have nine spacers bring the magnets apart,it took nine spacers to bring the magnets apart
250,i don't know,i don't know
251,that the magnet is moving on on the bottom of the fixed stack but the paper clip isn't,that the magnet is moving oon the bottom of the thik stack but the paper clip isn't
252,how many times do i need to say that,hawe many times i need to say that
253,it's moving and it's important because it's giving his power,it's moving and it's important because it's giving us power
254,the sun light is helping that that little thing work for the motor,the sunlight is helping the the little thing work for the motor
255,down,down
256,hour,r
257,gives power and an energy source,gives power and an energy source
258,it's send all electricity through the wires into the motor around in the motor round back to the wire and back into the d cell and it keeps flowing and flowing and flowing,it's sending electricity through the wires into the motor around in the motor around back to the wire and back into the d cell and it keeps flowing and flowing and flowing
259,metal,metal
260,you too,you too
261,good how are you,good how are you
262,it doesn't work,it doesn't work
263,well there is no power source stoper so i think the tem the template gets gets on put in and the wires is go out into the flag,well there's no power source out there so i think the tthe template gets that gets sun puts it in and the wires go out into the flag
264,metal has to be connected not disconnected,metal has to be connected anot disconnected
265,i think i mean the switches to be down for the,i think that means the switch has to be down for it
266,it's up,it's up
267,i don't know you tell me,i don't know you tell me
268,it's gives a it gives that power source power,it gives it it gives the power source power
269,the background changes and the sun makes it toward the cloudy day goes away when you when you click on it the sun rises and works,the background changes and the sun makes it to where the cloudy day goes away well when the when you when you click on it the sun rises and it works
270,works,works
271,i mean some power has to go from the wires on to the thing to make it have power,some power has to go from the wires onto the thing to make it have power
272,it gives it gives some the source power,it gives it it gives the source power
273,the person he did it put another place and so now through,th the person who did it put it in the right place and some no auts wer
274,switch has to be down and everything has to be connected the right way,has to be down and everything has to be connected the rightway
275,it doesn't spend,it doesn't spin
276,think whenever i click it it moves and it gives power and no no more,whenever i click it it it moves and it gives power and no no more
277,well we didn't actually learned about some year because the power that we got delayed by the snow,m well we didn't actually learn about them yet because the pte we got te layed by the snow
278,the switch has to be down,the switch has to be down
279,i don't know,i don't know
280,the power and the wires,the power and the wires
281,it means the power sources going through the wire,it means the power source is going through the wire
282,it has to be connected to the thing,it has to be connected to the thing
283,ups,cops
284,we have been we been making a light bulb light up and making a motor run by wires and,we've been we've been making a light bulb light up and making a motor run by wires and
285,this questions are hard,these questions are hard
286,the bad the d cell is connected to the wires and the wires are connected to the motor and that energy sources going through the wires into the motor,the the d cell is connected to the wires and the wires are connected to the motor and the energy source is going through the wires into themor
287,it's working and the flag is to,it's working and the flag is
288,it's not connected right so it's not working,it's not connected right so it's not working
289,it wouln't work,it wouldn't work
290,where is the need for d cell and the wires connect through the switch and there is in room connected to the metal and metal connected to the wires,the  d cell on the wires connected to the  switch and there's mon the nail u connected to the metal nd the metal  to the wires
291,it searching the switch and the metal,it's touching the switch and the metal one it's braking
292,and there is nothing really else to talk about because insulators just,thre's nothing really else to talk about because insulators just
293,a switch the metal in the d cell,the switch the metal on the d cell
294,bye,bye
295,i'm trying to make circuit in different achieving,you're trying to mixe ure cuips with difper materian
296,because it move,it doesn't move
297,switching the element,switch and neil an na nail
298,it's making it work now,it's making it work now
299,the insulators do not make it complete circuit,the insulators do not make a complete circuit
300,aluminum nail switch the metal in the motor,s   nail switch tmetal bo
301,the ones that stick to the magnet it stick to it that one side don't if you try to make it stick to it will,the ones that stick to the magnet stick to it the ones that don't if you try to make it stick to to it it'll jus
302,yeah,yes
303,it's all one big side,it's all one big side
304,it will work,it will work
305,wood iron and copper,wood yarn and carp
306,it's made of iron and it's covered in steel,it's made of iron and it's covered and steel
307,for one that doesn't stick isn't a magnet that is a magnetic force that will stick to the magnet the other one is,the one that doesn't stick isn't a magnet that isn't a magnetic force that will stick to a magnet the other one is
308,ore and iron,or and iron
309,it has to be either metal or iron,it has to be either metal or iron
310,because that nail is magnetic,because the nail is magnetic
311,it worked,it worked
312,good you,good you
313,i think it has some kind ore in it,i think it has some kind of or in it
314,metal and iron,metal and iron
315,flows of,falls off
316,they're both magnetic forces,they're both magnetic forces
317,iron and steel,iron and steel
318,they are magnets and they have north and south hence except for the one the that shape like a,they're magnets and they have north and south ends except for the one that's shape like a dou
319,because it has iron and,cause it has iron int
320,aluminum,aluminum
321,a steel of steel nail is connected to the door nut bring magnet,a steel a steel nail is connected to the donutbring net
322,wood doesn't stick to a magnet so on the magnet is trying to stick to it but it won't,wood doesn't stick to a magnet so the magnet is trying to stick to it but it won't
323,no,no
324,it won't work,it won't work
325,iron,iron
326,so white nail is a magnetic a magnetic force so its not sticking to it,the white nail isn't a magnetic magnetic force so it's not sticking to it
327,three magnets are sticking to the fridge and there all on on their end,three magnets are sticking to the fridge and they're all on on they're in
328,when north and south go on to each other they connect but if north and north and south and south try to connect it will work,when north and south go onto each other they connect but if north and north and south and south try to connect it won't work
329,because a refrigerator is metal or iron it just has paint on it and they're sticking there on the fridge,because a refrigerator is metal or iron it just has paint on it and they're sticking their sing stick things on the fridge
330,going to the negative side,going to the negative side
331,the bottom,the bottom
332,power source,rsource
333,power,power
334,power energy and a light source,power energy and a light source
335,it receives power and from the wires and the battery,it receives power from the wires and the battery
336,it's important because to adjust the wires and the plain light bulb wouldn't work because you need a power source to help,it's important because the just the wires and the plane light bulb would not work because you need a power source to help
337,okay,okay
338,so battery,cell batteryy
339,the metal makes it over when you put it on the side it give some power and it flows through to keep the battery the battery go through,the metal makes it toar when you put it on the side it gives some power and it flows through to keep the battery the battery go through
340,it's going faster and faster,it's going faster and faster
341,it goes through the wire and it goes through the wire and normal,it goes through the wire and it goes through the wire and never m
342,battery a light bulb and a couple of wires,battery a light bulb and a couple of wire
343,when you turn it it goes the other way again,when you turn it it goes the other way again
344,well we have been learning how to light a light bulb with wires and battery,well um we've been learning how to light a light bulb with wires and batteriy
345,what,what
346,they help you see when it's dark instead of a flash light that you have to hold in your hand,they help you see when it's dark instead of flash lights that you have to hold in your hand
347,it's a power source of energy like electrical energy,it's a power source of energy like electrical energy
348,it means and there is a pathway inside it to help the power source keep going,it means there's a pathway inside it to help the power source keep going toug
349,i notice that the top of it when you have the top of it it goes down it always goes from top to bottom,i noticed that the top of it when you have the top of it it goes down it always goes from top to
350,i'm not sure,i'm not sure
351,it wouldn't light up because you have to have it between in different parts,it wouldn't light up because you have to have it betweein different parts
352,lights up,lights up
353,take,okay
354,it doesn't do anything,it doesn't do anything
355,that one one part is on the side on the light bulb one part on the bottom and it goes through the light bulb through the battery and into the wire,that one one part is on the side of the light bulb one parts on the bottom and it goes through the light bulb through the battery and into the
356,no light came enough i just don't know why it's just i didn't know the electricity,no light came and i just don't know why it's i didn't v electricity
357,bye and i can't see picture by the way,bye and i can't see the picture by the way
358,it's going through it's going through the battery in the power source from the battery around go in goes into the light bulb comes out of the light bulb and goes around into the,it's going the roout it's going through the battery in the power source from the battery around go in goes into the light bulb comes out of the light bulb and goes around into the
359,well they give power to whatever you're trying to use,well they give power to whatever you're trying to eat
360,the negative side,the negative side
361,that is this electromagnet it up and it picks up the washers from the side,that is this electromagnet i and it picks up the washers from the side the
362,a closedcircuit,a closed circuit
363,it's starts the pickup washers,it starts to pick up washers
364,electricity,electricity
365,that's so be wrapped around this wires to produce electricity also the rivet can be electromagnet,a to be wrapped around with wires to produce electricity so the rivet can be a electromagnt
366,that the electric electromagnet picked up the washers when it's a closed circuit,that the electricelectromagnet picked up the washers when it's a closed circuit
367,that there are wires wrapped around the ribbon and the washers will produce a like will stick to the ribbon,that the  wires ra wrapped around the rivet and the washers will produce it like a wil stick to the rivbt
368,the rivet the switch has to be closed,ta switch has to be closed
369,that the switch has to be closed,that the switch has to be closed
370,because that when the switch is closed the electricity flows to that what it called rivet and the washer or in the rivet picks up the washers,because the when the switch is closed the electricity flows to the  what's i called rivet and the washer nd the rivet picks up the washers
371,so produces a electricity,so produces electrici
372,can you repeat that,caund you repeat that
373,that one it's an open circuit the electricity doesn't flow to the rivet so the like other rivet can carry a washers or any metal stuff,that when it's an open circuit the electricity doesn't flow to the rivet so tlthe rivet can't carry washers or any metal stuff
374,you need to wrap it round the electromagnet,you need to wrap it around the electromagnet
375,yeah,yup
376,they all produce electricity,they all produce electricity
377,can you repeat that,can you repeat that
378,energy,energy
379,what do you mean,what do you mean
380,can you repeat that,can you repeat that
381,that is not electromagnet any more,that is not a electromagnet anymore
382,ribbon,rivet
383,repeat that please,repeat that please
384,it is closed,it is closed
385,if the switch is closed because the electricity flows to the switch and the switch produces the electricity to the rivets and if it's open it doesn't produce electricity to the rivet,if the switch is closed because the electricity flows to the switch and the switch produces thelectricity to the rivets and if it's open it does not produce electricity to the rivet
386,that carries is like a magnetism force so that can carry washers and other metal stuff,that it carries elmagnetism force so it can carry washers and other metal stuff
387,that of the electromagnet all can carry,that the electromagnet  can carry metal stuff
388,energy,energy
389,that that light bulbs or more bright then the ones on the the one on the,that the light bulbsorbd more bright than the ones on the the one on the
390,that they are more bright than the other ones,that they are more bright than the other ones
391,that there is only one pathway through the whole circuit,that there is only one pathway through the whole cicuit
392,that they are traveling through the light bulb that powers the more of it going back to the d,that they are traveling through the light bulb so powers them up and going back through the d
393,i don't know,i don't know
394,that there is only,that there is only
395,i'm doing good,i'm doing good
396,that they are both light it,that they are both lighted
397,what do you say,what'd you say
398,i don't know,i don't know
399,the parallel circuit,the parallel c
400,parallel circuit,parallel circuit
401,to,two
402,i don't know,i don't know
403,the energy is flowing through one side of the battery to power up the light bulb and going back to the wire in going back to the d cell,the energy is flowing through one side of the battery to power up the light bulb and going back through the wire and going back to the d cell
404,that there is not one but there is,that there is not one but there ry
405,that the energy is going through one light bulb they going down and going up through the other light bulb going back to that positive side of the d cell,that the energy is going through one light bulb ban going down and going through the other light bulb going back through the positive side of the d cell
406,that each light bulb would have it wont light,that each light bulb would have a h would light
407,what do you say,what'd you say
408,can you repeat,can you repeat
409,that the light bulb is keeps it burning out,that the light bulb is keeps burning out
410,i don't know,i don't know
411,the positive side,the positive side
412,that the light bulb will light more whatever you are trying to i don't,that the light bulb would light more whatever yu're trying to i don't
413,that they are powering up the light bulb,that they are powering up the light bulb
414,that there are more than one d cell,that there are more than one d cell
415,it will stick,it will stick
416,that there are magnets and they have a north pole and south pole,that they'r are magnets and they have a north pole and south le
417,that it wouldn't stick because paper cannot stick to magnets,that it won't stick because paper it cannot stick to magnets
418,i did,i did
419,i don't know,i don't kw
420,that they stick together because the force brings them together,that they stick together because the force brings them together
421,i don't know,i don't know
422,that it is metal,that it is metal
423,energy like we always have,energy like we always have
424,because it is metal and it's sticking to a magnet inside of the magnet sticking to it because the magnet weighs more than the nail,because it is  metal and it's sticking to e magnet instead of the magnet sticking to it because the magnet weights more than the nail
425,that it is metal,that it is metal
426,because the wood is not a metal but the nail is,because the wood is not  metal but the nail is
427,that the magnet's sticking to the steel but the paper or other one that sticks to the magnet,that the magnets sticking to te steel but the paper other will not stick to the magnet
428,can you repeat that,can you repeat that
429,that we were talking about magnets and what can stick and not stick on to them and the north pole and south pole,that we were talking about magnets and what it can stick and not stick on to them and the north pole and south pole
430,yeah,yeah
431,one is steel or one is steel and one is paper,one is steel oone steel and one is paper
432,steel or metal or iron,steel or metal or iron
433,that the magnet will not stick to the wood block but the nail would stick to the magnet,that the magnet will not stick to the wood block but the nail wood or stick to the magnet
434,because it has steel or iron in it,because it has steel or iron in it
435,that it sticked,that it sticked
436,steel because steel can stick to magnets,steel because steel can stick to magnets
437,steel,steel
438,that they stick to things and the north pole and the south pole will not go together the force will break them apart,that they stick to things and the north pole and the south pole will not go together the force will break them apart
439,wood grass dirt,wood grass dirt
440,that the mag the circle magnet is sticking to the nail,that the the circle magnet is sticking to the nail
441,the molecules took and rearranged themselves to create a new product,the molecules took and rearange themselves to create a new product
442,there was a chemical reaction and and then the um two different substances mixed together to create a chemical reaction which called salt,there was a chemical reaction an and then the two different substances maxe together to create a chemical reaction which called salt
443,the solute made the um reactant react,the solute made the  reactant react
444,they always keep the same mass,they always keep the same mass
445,and the baking soda and the calcium chloride the baking soda has is denser than the calcium chloride,in the baking soda and the calcium chloride the baking soda is denser than the calcium chloride
446,swell marni,s well marnie
